ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
33,Яшьлек 3,KD,1435599917727,Raw,-0.124,5.65,8.6,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599918666,Raw,0.335,5.784,8.111,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599919685,Raw,0.335,5.516,8.743,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599920698,Raw,0.689,5.573,8.303,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599921711,Raw,0.842,5.401,8.629,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599922724,Raw,1.158,5.497,8.782,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599923739,Raw,0.938,5.631,8.437,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599924752,Raw,0.852,5.602,8.638,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599925765,Raw,0.794,5.746,8.102,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599926779,Raw,0.258,5.698,8.312,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599927798,Raw,0.22,5.66,8.619,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599928810,Raw,0.354,5.602,8.475,,,,,,,,,,,,,,,
34,Яшьлек 4,KD,1435599929464,Raw,-0.191,5.506,8.743,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599929823,Raw,0.172,5.593,8.36,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599930847,Raw,0.9,6.378,8.035,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599931863,Raw,0.344,6.186,7.786,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599932878,Raw,-0.622,4.625,8.255,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599933890,Raw,0.287,5.468,8.638,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599934910,Raw,-0.43,4.664,8.322,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599935927,Raw,0.047,4.597,10.496,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599936940,Raw,-0.038,4.213,8.849,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599937954,Raw,-0.344,3.189,8.523,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599938967,Raw,-0.028,3.85,10.611,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599939986,Raw,0.047,3.821,8.36,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599941006,Raw,0.019,3.601,9.816,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599942023,Raw,-0.536,3.658,8.274,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599943041,Raw,-0.191,3.533,9.194,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599944058,Raw,0.402,3.782,10.113,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599945075,Raw,0.124,3.629,11.703,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599946092,Raw,-0.134,3.629,9.864,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599947109,Raw,0.047,3.648,8.964,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599948127,Raw,-0.105,3.581,9.979,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599949145,Raw,0.306,4.261,10.314,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599950166,Raw,-0.134,3.553,11.703,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599951188,Raw,-0.181,3.371,10.534,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599952206,Raw,0.22,3.505,10.17,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599953224,Raw,0.009,3.371,9.529,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599954238,Raw,-0.392,3.476,8.696,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599955256,Raw,0.249,3.438,9.146,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599956540,Raw,-0.354,3.744,9.835,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599957559,Raw,-0.038,3.917,8.782,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599958577,Raw,-0.268,3.859,9.174,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599959589,Raw,-0.019,3.438,9.615,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599960607,Raw,-0.076,4.031,9.433,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599961619,Raw,0.287,3.62,9.404,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599962646,Raw,0.095,3.601,10.362,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599963661,Raw,-0.363,3.313,8.763,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599964679,Raw,-0.095,3.553,8.858,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599965698,Raw,0.354,3.61,10.305,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599966711,Raw,-0.584,3.342,9.328,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599967723,Raw,0.086,3.39,8.36,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599968736,Raw,-0.258,3.62,9.625,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599969749,Raw,0.21,3.859,11.214,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599970761,Raw,-0.373,3.256,8.198,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599971773,Raw,-0.747,3.083,10.755,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599972786,Raw,-0.45,3.217,9.644,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599973802,Raw,-0.756,3.275,9.395,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599974820,Raw,-0.316,3.074,10.18,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599975840,Raw,-0.651,2.959,9.423,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599976853,Raw,-0.89,2.71,8.973,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599977865,Raw,-0.296,3.486,10.103,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599978882,Raw,-0.181,3.495,8.935,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599979900,Raw,-0.517,2.844,9.241,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599980918,Raw,-0.45,2.758,9.692,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599981936,Raw,-0.306,2.825,9.28,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599982956,Raw,0.067,2.94,9.251,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599983975,Raw,-0.44,2.882,9.51,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599984992,Raw,0.402,2.844,10.544,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599986010,Raw,0.354,2.978,10.458,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599987026,Raw,-0.201,3.007,9.998,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599988044,Raw,-0.22,3.035,11.377,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599989055,Raw,0.306,2.988,9.366,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599990072,Raw,-0.258,3.275,9.222,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599991096,Raw,-0.699,3.217,10.065,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599992114,Raw,-0.201,2.978,11.128,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599993131,Raw,-0.373,2.997,9.433,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599994148,Raw,-0.67,3.007,9.902,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599995165,Raw,-0.421,2.978,9.481,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599996183,Raw,-0.134,3.112,8.198,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599997204,Raw,-0.402,3.141,10.372,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599998222,Raw,0.028,3.17,10.534,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599999237,Raw,-0.526,2.93,9.73,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600000252,Raw,-0.411,2.557,8.447,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600001265,Raw,-0.076,2.719,10.113,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600002277,Raw,-0.373,3.035,9.797,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600003288,Raw,-0.287,2.815,9.232,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600004299,Raw,0.22,3.409,9.644,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600005326,Raw,-0.498,2.94,8.514,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600006338,Raw,-0.114,2.949,9.759,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600007350,Raw,0.239,2.949,9.423,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600008366,Raw,0.028,3.572,9.423,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600009384,Raw,0.076,3.179,10.582,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600010400,Raw,0.21,3.409,11.138,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600011415,Raw,0.076,3.17,9.136,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600012427,Raw,0.555,3.62,10.678,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600013439,Raw,0.747,3.438,11.368,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600014451,Raw,-1.063,8.236,7.977,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600015463,Raw,-0.9,7.106,7.374,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600016478,Raw,0.881,5.775,7.881,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600017896,Raw,0.603,6.445,8.198,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600018913,Raw,0.076,6.598,7.834,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600019929,Raw,0.612,6.818,7.786,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600020948,Raw,-1.455,6.387,8.15,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600021967,Raw,-0.153,5.545,7.891,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600022986,Raw,0.335,5.842,8.13,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600024002,Raw,0.038,5.775,8.657,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600025019,Raw,0.919,6.273,7.479,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600026037,Raw,-0.028,6.665,7.383,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600027054,Raw,0.201,6.857,7.326,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600028075,Raw,-0.229,6.349,7.642,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600029095,Raw,-1.072,6.33,8.025,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600030114,Raw,-0.325,6.569,8.083,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600031132,Raw,-1.312,5.784,8.399,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600032149,Raw,-1.254,6.397,7.738,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600033167,Raw,-1.637,6.129,8.016,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600034183,Raw,-1.321,6.253,7.91,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600035201,Raw,-1.676,6.043,8.447,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600036218,Raw,-1.8,5.947,8.188,,,,,,,,,,,,,,,
41,Козья слобода 1,KD,1435600036340,Raw,-1.8,5.947,8.188,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600037231,Raw,-0.881,6.004,8.389,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600038246,Raw,-1.685,5.593,8.312,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600039262,Raw,-1.369,5.736,8.303,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600040276,Raw,-1.704,5.88,8.111,,,,,,,,,,,,,,,
