ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
42,Козья слобода 2,KD,1435601926452,Raw,-1.043,5.899,8.035,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601926922,Raw,-1.11,5.947,8.265,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601927943,Raw,-0.708,5.43,8.791,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601928960,Raw,-0.727,5.296,8.724,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601929979,Raw,-0.699,5.363,9.031,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601930997,Raw,-0.9,5.296,8.552,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601932017,Raw,-0.938,5.162,8.533,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601933030,Raw,-0.785,5.277,8.638,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601934058,Raw,-0.909,5.248,8.705,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601935078,Raw,-0.9,5.315,8.638,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601936098,Raw,-0.89,5.181,8.571,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601937117,Raw,-0.842,5.248,8.609,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601938138,Raw,-0.756,5.305,8.667,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601939160,Raw,-0.852,5.229,8.59,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601940181,Raw,-0.938,5.238,8.6,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601941200,Raw,-0.996,5.209,8.609,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601942215,Raw,-0.948,5.238,8.772,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601943233,Raw,-0.957,5.162,8.724,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601944250,Raw,-1.005,5.162,8.696,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601945269,Raw,-0.622,5.324,8.925,,,,,,,,,,,,,,,,1435601763
,ServiceLog,KD,1435601946286,Raw,-0.622,5.334,6.972,,,,,,,,,,,,,,,,1435601763
43,Козья слобода 3,KD,1435601946436,Raw,-0.612,5.296,7.747,,,,,,,,,,,,,,,,1435601763
