ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
52,Кремлёвская 2,KD,1435600225752,Raw,-0.335,5.277,7.958,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600226756,Raw,-0.67,5.095,8.916,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600227789,Raw,-0.526,5.209,8.667,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600228807,Raw,-0.718,5.133,8.743,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600229831,Raw,-1.13,5.621,7.68,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600230845,Raw,-0.469,5.075,8.801,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600231866,Raw,-0.641,6.416,7.479,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600232889,Raw,-0.076,6.79,7.537,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600233974,Raw,-0.172,6.454,7.881,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600235037,Raw,-0.526,5.976,8.38,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600236059,Raw,-0.814,6.665,7.747,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600237082,Raw,-0.756,6.713,7.814,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600238096,Raw,-0.584,6.751,7.403,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600239116,Raw,-0.651,6.665,7.69,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600240620,Raw,-0.986,6.569,7.843,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600241667,Raw,-0.44,6.55,8.6,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600242687,Raw,-0.699,6.636,7.767,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600243710,Raw,-0.747,6.512,8.006,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600244727,Raw,-0.727,6.569,7.805,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600245744,Raw,-0.67,6.531,7.632,,,,,,,,,,,,,,,,1435600067
,ServiceLog,KD,1435600246764,Raw,-0.335,6.704,7.661,,,,,,,,,,,,,,,,1435600067
53,Кремлёвская 3,KD,1435600247746,Raw,-0.766,6.809,7.326,,,,,,,,,,,,,,,,1435600067
