ID,Name,User,TimeStamp,Type,X,Y,Z
333,Горьковская 3,alex,1417273197378,Raw,0.24899697,0.78529817,9.940725
,ServiceLog,alex,1417273197608,Raw,0.32561144,0.8810662,9.634268
,ServiceLog,alex,1417273201168,Raw,-0.4309563,0.31603462,10.084377
,ServiceLog,alex,1417273203803,Raw,-0.6512229,0.81402856,9.605537
,ServiceLog,alex,1417273205514,Raw,0.1340753,0.49799395,9.576807
,ServiceLog,alex,1417273206777,Raw,-0.2681506,0.7661445,10.093954
,ServiceLog,alex,1417273208077,Raw,-0.15322891,0.7661445,9.662998
,ServiceLog,alex,1417273209332,Raw,-0.5746084,0.5650316,9.174581
,ServiceLog,alex,1417273210628,Raw,-0.48841715,1.043872,9.078813
,ServiceLog,alex,1417273212059,Raw,-0.6512229,0.61291564,9.404425
,ServiceLog,alex,1417273213435,Raw,-0.545878,0.92895025,9.3661175
,ServiceLog,alex,1417273214692,Raw,-0.62249243,1.043872,8.963891
,ServiceLog,alex,1417273215936,Raw,-0.60333884,0.7086837,9.260772
,ServiceLog,alex,1417273217246,Raw,-0.58418524,0.49799395,8.925584
,ServiceLog,alex,1417273218536,Raw,-0.58418524,1.0055647,9.069236
334,Горьковская 4,alex,1417273219609,Raw,-1.3120226,1.0821792,9.624691
,ServiceLog,alex,1417273219825,Raw,-1.0821792,1.1971009,9.404425
,ServiceLog,alex,1417273220993,Raw,-1.2641385,0.4405331,9.279925
,ServiceLog,alex,1417273222260,Raw,-0.90021986,0.842759,9.32781
,ServiceLog,alex,1417273223472,Raw,-1.1779473,0.79487497,9.394848
,ServiceLog,alex,1417273224679,Raw,-1.2066777,1.4077905,9.11712
,ServiceLog,alex,1417273225959,Raw,-1.4939818,1.6280571,8.37013
,ServiceLog,alex,1417273227237,Raw,-1.2354081,1.340753,9.854534
,ServiceLog,alex,1417273228499,Raw,-1.1300632,1.5897499,8.829816
,ServiceLog,alex,1417273229756,Raw,-1.043872,1.3311762,9.232041
,ServiceLog,alex,1417273231058,Raw,-0.8523358,1.5897499,8.494628
,ServiceLog,alex,1417273232323,Raw,-1.1013328,1.3503298,8.772355
,ServiceLog,alex,1417273233612,Raw,-0.93852705,1.3503298,9.749189
,ServiceLog,alex,1417273234822,Raw,-0.9864111,1.1971009,10.055647
,ServiceLog,alex,1417273236079,Raw,-0.61291564,1.6759412,9.011775
,ServiceLog,alex,1417273237356,Raw,0.095768064,1.6567876,10.113108
,ServiceLog,alex,1417273238634,Raw,0.0,1.6567876,9.931149
,ServiceLog,alex,1417273239999,Raw,-0.12449849,1.8100165,9.787497
,ServiceLog,alex,1417273241296,Raw,-0.19153613,1.4652514,9.260772
,ServiceLog,alex,1417273242522,Raw,-0.34476504,1.1013328,8.935161
,ServiceLog,alex,1417273243694,Raw,-0.22984336,1.3694834,9.739613
,ServiceLog,alex,1417273244915,Raw,-0.095768064,1.4269443,9.5385
,ServiceLog,alex,1417273246201,Raw,-0.37349546,1.2162545,8.513782
,ServiceLog,alex,1417273247459,Raw,0.11492168,1.8962077,9.576807
,ServiceLog,alex,1417273248748,Raw,0.05746084,1.292869,9.816227
,ServiceLog,alex,1417273250004,Raw,0.15322891,1.340753,10.04607
,ServiceLog,alex,1417273251198,Raw,0.02873042,1.2066777,9.375694
,ServiceLog,alex,1417273252544,Raw,-0.1340753,1.1875241,9.672575
,ServiceLog,alex,1417273253868,Raw,-0.02873042,1.2737153,9.423578
