,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,19126,742,26802,250,99,Добрынинская 2,2G,GPRS,-1,-91,1433357938892,User1,40826210,0,074$,$073,37.62213,55.72870999999999
1,1,19126,,26802,250,99,ServiceLog,2G,GPRS,-1,-91,1433357939139,User1,40826210,0,074$,$073,37.62213,55.72870999999999
2,1,19126,,26802,250,99,ServiceLog,2G,GPRS,-1,-91,1433357940173,User1,40826210,0,074$,$073,37.62213,55.72870999999999
3,1,19126,,26802,250,99,ServiceLog,2G,GPRS,-1,-91,1433357941224,User1,40826210,0,074$,$073,37.62213,55.72870999999999
4,1,19126,,26802,250,99,ServiceLog,2G,GPRS,-1,-91,1433357942251,User1,40826210,0,074$,$073,37.62213,55.72870999999999
5,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357943288,User1,40826210,0,074$,$073,37.62213,55.72870999999999
6,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357944318,User1,40826210,0,074$,$073,37.62213,55.72870999999999
7,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357945356,User1,40826210,0,074$,$073,37.62213,55.72870999999999
8,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357946385,User1,40826210,0,074$,$073,37.62213,55.72870999999999
9,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357947416,User1,40826210,0,074$,$073,37.62213,55.72870999999999
10,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,18,1433357948442,User1,40826210,0,074$,$073,37.62213,55.72870999999999
11,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357948442,User1,40826210,0,074$,$073,37.62213,55.72870999999999
12,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357949489,User1,40826210,0,074$,$073,37.62213,55.72870999999999
13,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,18,1433357949489,User1,40826210,0,074$,$073,37.62213,55.72870999999999
14,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357950528,User1,40826210,0,074$,$073,37.62213,55.72870999999999
15,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,18,1433357950528,User1,40826210,0,074$,$073,37.62213,55.72870999999999
16,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357951568,User1,40826210,0,074$,$073,37.62213,55.72870999999999
17,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,18,1433357951568,User1,40826210,0,074$,$073,37.62213,55.72870999999999
18,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357952594,User1,40826210,0,074$,$073,37.62213,55.72870999999999
19,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,18,1433357952594,User1,40826210,0,074$,$073,37.62213,55.72870999999999
20,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357953629,User1,40826210,0,074$,$073,37.62213,55.72870999999999
21,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357953629,User1,40826210,0,074$,$073,37.62213,55.72870999999999
22,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357954667,User1,40826210,0,074$,$073,37.62213,55.72870999999999
23,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357954667,User1,40826210,0,074$,$073,37.62213,55.72870999999999
24,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357955715,User1,40826210,0,074$,$073,37.62213,55.72870999999999
25,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357955715,User1,40826210,0,074$,$073,37.62213,55.72870999999999
26,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357956762,User1,40826210,0,074$,$073,37.62213,55.72870999999999
27,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357956762,User1,40826210,0,074$,$073,37.62213,55.72870999999999
28,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357957813,User1,40826210,0,074$,$073,37.62213,55.72870999999999
29,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357957813,User1,40826210,0,074$,$073,37.62213,55.72870999999999
30,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357958844,User1,40826210,0,074$,$073,37.62213,55.72870999999999
31,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357958844,User1,40826210,0,074$,$073,37.62213,55.72870999999999
32,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357959886,User1,40826210,0,074$,$073,37.62213,55.72870999999999
33,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357959886,User1,40826210,0,074$,$073,37.62213,55.72870999999999
34,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357960934,User1,40826210,0,074$,$073,37.62213,55.72870999999999
35,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357960934,User1,40826210,0,074$,$073,37.62213,55.72870999999999
36,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357961997,User1,40826210,0,074$,$073,37.62213,55.72870999999999
37,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357961997,User1,40826210,0,074$,$073,37.62213,55.72870999999999
38,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357963037,User1,40826210,0,074$,$073,37.62213,55.72870999999999
39,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357963037,User1,40826210,0,074$,$073,37.62213,55.72870999999999
40,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357964078,User1,40826210,0,074$,$073,37.62213,55.72870999999999
41,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357964078,User1,40826210,0,074$,$073,37.62213,55.72870999999999
42,250-99-26802-129593798,-1,,-1,-1,-1,ServiceLog,3G,UMTS,70,17,1433357965116,User1,40826210,0,074$,$073,37.62213,55.72870999999999
43,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357965116,User1,40826210,0,074$,$073,37.62213,55.72870999999999
44,1,129593798,,26802,250,99,ServiceLog,3G,HSPA,-1,-91,1433357966157,User1,40826210,0,074$,$073,37.62213,55.72870999999999
